date,campaign_id,advertiser_id,impressions,clicks,conversions,spend_usd,attributed_gmv_usd
2025-05-06,CMP00013,ADV0002,143505,2163,180,1073.05,1607.71
2025-05-07,CMP00013,ADV0002,119753,2102,225,699.83,914.79
2025-05-09,CMP00013,ADV0002,78942,1299,66,882.43,2116.41
2025-05-10,CMP00013,ADV0002,124052,1615,110,811.07,1837.57
2025-05-11,CMP00013,ADV0002,184997,3389,182,1182.17,1621.62
2025-05-12,CMP00013,ADV0002,119203,1489,87,987.14,1552.93
2025-05-13,CMP00013,ADV0002,134146,2818,221,990.49,2139.48
2025-05-15,CMP00013,ADV0002,97488,1791,156,831.73,1341.92
2025-05-16,CMP00013,ADV0002,94609,1355,46,675.1,1195.84
2025-05-17,CMP00013,ADV0002,323834,4784,287,1369.44,2079.91
2025-05-18,CMP00013,ADV0002,149234,2155,109,968.69,2172.58
2025-05-19,CMP00013,ADV0002,129885,2375,167,911.9,1646.76
2025-05-20,CMP00013,ADV0002,239302,3044,158,1487.63,3164.33
2025-05-21,CMP00013,ADV0002,139999,2218,108,950.48,1731.61
2025-05-22,CMP00013,ADV0002,151610,2360,164,1066.08,1669.4
2025-05-23,CMP00013,ADV0002,211710,3717,317,1035.38,3232.62
2025-05-24,CMP00013,ADV0002,106775,1530,82,922.29,2174.26
2025-05-25,CMP00013,ADV0002,160464,2102,160,1008.23,1622.08
2025-05-26,CMP00013,ADV0002,151713,2284,120,1064.25,3049.0
2025-05-27,CMP00013,ADV0002,119149,1375,114,982.18,2011.58
2025-05-28,CMP00013,ADV0002,117124,2243,109,874.24,2181.55
2025-05-29,CMP00013,ADV0002,120557,1751,54,833.85,1652.7
2025-05-30,CMP00013,ADV0002,80014,1320,90,684.78,1549.32
2025-06-01,CMP00013,ADV0002,170082,5621,635,914.03,2023.52
2025-06-02,CMP00013,ADV0002,252345,4149,344,1273.81,4199.53
2025-06-03,CMP00013,ADV0002,126876,2743,234,647.05,952.55
2025-06-04,CMP00013,ADV0002,118224,1936,224,1090.15,2491.86
2025-06-05,CMP00013,ADV0002,115767,2138,162,1288.59,2847.05
2025-06-06,CMP00013,ADV0002,131421,3065,248,1165.34,2664.81
2025-06-07,CMP00013,ADV0002,104812,1342,142,726.78,1286.4
2025-06-21,CMP00014,ADV0002,89078,1292,109,895.42,3114.75
2025-06-23,CMP00014,ADV0002,71254,794,66,632.5,1087.17
2025-06-24,CMP00014,ADV0002,67215,731,27,552.93,805.49
2025-06-25,CMP00014,ADV0002,51966,754,72,496.66,502.41
2025-06-26,CMP00014,ADV0002,75708,1482,120,439.63,683.77
2025-06-27,CMP00014,ADV0002,60645,895,81,564.32,972.58
2025-06-28,CMP00014,ADV0002,82902,1555,124,641.2,1906.92
2025-06-29,CMP00014,ADV0002,66141,939,51,461.3,1063.92
2025-06-30,CMP00014,ADV0002,73117,1567,75,592.96,1322.94
2025-07-01,CMP00014,ADV0002,46998,686,23,447.68,1130.41
2025-07-02,CMP00014,ADV0002,70791,1042,70,540.73,1304.65
2025-07-03,CMP00014,ADV0002,61927,1140,73,459.46,1208.52
2025-07-04,CMP00014,ADV0002,72510,1426,69,545.95,1194.67
2025-07-05,CMP00014,ADV0002,84191,1315,69,559.18,1446.05
2025-07-06,CMP00014,ADV0002,53490,1026,107,533.59,783.8
2025-07-07,CMP00014,ADV0002,67470,1565,122,536.13,1375.43
2025-07-08,CMP00014,ADV0002,64894,840,66,405.9,912.33
2025-07-09,CMP00014,ADV0002,64842,1071,79,577.41,1453.96
2025-07-10,CMP00014,ADV0002,55392,1021,125,410.34,675.32
2025-07-11,CMP00014,ADV0002,68573,1221,150,523.78,1186.6
2025-07-12,CMP00014,ADV0002,56722,1121,67,358.89,848.35
2025-07-13,CMP00014,ADV0002,82876,1014,116,514.0,962.77
2025-07-14,CMP00014,ADV0002,95392,1275,165,735.0,1652.05
2025-07-15,CMP00014,ADV0002,54004,932,67,545.58,1206.21
2025-07-16,CMP00014,ADV0002,90701,1685,79,553.92,938.91
2025-07-17,CMP00014,ADV0002,84715,1305,195,763.14,1169.24
2025-07-18,CMP00014,ADV0002,94923,2214,174,607.22,1591.86
2025-07-19,CMP00014,ADV0002,49468,1005,61,442.5,849.69
2025-07-21,CMP00014,ADV0002,92480,1665,106,572.79,1505.41
2025-07-22,CMP00014,ADV0002,49112,1187,157,462.22,1340.17
2025-07-23,CMP00014,ADV0002,99519,1270,198,729.61,1498.03
2025-07-24,CMP00014,ADV0002,77480,2232,165,618.62,1181.92
2025-07-25,CMP00014,ADV0002,85001,1435,120,589.05,1477.89
2025-07-26,CMP00014,ADV0002,66650,1261,161,597.98,1421.44
2025-07-27,CMP00014,ADV0002,106637,1894,187,652.75,1217.76
2025-07-28,CMP00014,ADV0002,89917,1481,115,581.32,753.11
2025-07-29,CMP00014,ADV0002,80603,1690,132,522.8,1220.61
2025-07-30,CMP00014,ADV0002,39800,723,48,368.53,1069.61
2025-07-31,CMP00014,ADV0002,82044,1607,74,488.31,1278.63
2025-08-01,CMP00014,ADV0002,68543,610,38,396.61,538.3
2025-08-02,CMP00014,ADV0002,94485,1753,119,631.07,1351.22
2025-08-03,CMP00014,ADV0002,93845,1649,85,586.01,1527.27
2025-08-04,CMP00014,ADV0002,109049,1966,149,511.62,1150.48
2025-08-05,CMP00014,ADV0002,63288,1260,88,572.09,1168.82
2025-08-07,CMP00014,ADV0002,58335,781,84,367.91,507.62
2025-08-08,CMP00014,ADV0002,48228,761,50,390.92,643.48
2025-08-09,CMP00014,ADV0002,66817,1099,77,410.68,1651.12
2025-08-10,CMP00014,ADV0002,39959,883,76,255.4,495.07
2025-08-11,CMP00014,ADV0002,72559,1470,148,493.36,1305.97
2025-08-12,CMP00014,ADV0002,54377,952,50,410.42,798.64
2025-08-13,CMP00014,ADV0002,95549,1646,105,596.12,1983.79
2025-08-14,CMP00014,ADV0002,52494,1162,79,484.97,1057.88
2025-08-15,CMP00014,ADV0002,87460,1191,97,568.52,947.07
2025-08-16,CMP00014,ADV0002,117232,1554,94,689.49,1467.81
2025-08-17,CMP00014,ADV0002,83377,1500,98,547.78,999.07
2025-08-18,CMP00014,ADV0002,58758,1027,49,369.53,869.85
2025-08-19,CMP00014,ADV0002,50700,999,57,535.12,1044.31
2025-08-20,CMP00014,ADV0002,67235,1236,88,602.43,1639.56
2025-08-21,CMP00014,ADV0002,92326,1637,136,697.97,1867.0
2025-08-22,CMP00014,ADV0002,104758,1800,96,670.86,782.41
2025-08-23,CMP00014,ADV0002,90707,1374,161,521.53,1488.66
2025-08-25,CMP00014,ADV0002,79759,1449,61,557.4,1726.34
2025-08-26,CMP00014,ADV0002,63372,1181,54,541.57,971.96
2025-08-27,CMP00014,ADV0002,55828,953,52,360.84,696.63
2025-08-28,CMP00014,ADV0002,47939,624,48,396.01,702.72
2025-08-29,CMP00014,ADV0002,80904,1488,97,527.89,1323.15
2025-08-30,CMP00014,ADV0002,122685,2263,110,583.26,1622.96
2025-09-01,CMP00014,ADV0002,56874,1110,100,512.85,1559.24
2025-09-02,CMP00014,ADV0002,84945,1182,87,566.46,1080.34
2025-09-03,CMP00014,ADV0002,49698,852,61,444.94,862.15
2025-09-04,CMP00014,ADV0002,71222,1640,128,529.5,1927.0
2025-09-05,CMP00014,ADV0002,55818,906,77,434.91,943.35
2025-09-06,CMP00014,ADV0002,68236,1048,45,360.71,843.54
2025-09-08,CMP00014,ADV0002,94644,1218,48,699.32,1418.8
2025-09-09,CMP00014,ADV0002,72597,1240,86,478.95,1088.56
2025-09-10,CMP00014,ADV0002,69065,911,71,563.33,1425.36
2025-09-12,CMP00014,ADV0002,62072,1422,89,680.19,1726.47
2025-09-14,CMP00014,ADV0002,50371,919,45,321.97,673.27
2025-09-15,CMP00014,ADV0002,75527,786,37,532.03,1486.72
2025-09-16,CMP00014,ADV0002,68119,896,34,467.84,1269.16
2025-09-17,CMP00014,ADV0002,70210,1258,129,466.79,977.04
2025-09-18,CMP00014,ADV0002,73672,1140,90,425.69,1162.38
2025-09-19,CMP00014,ADV0002,67000,1668,90,477.03,971.37
2025-09-20,CMP00014,ADV0002,75006,2067,113,441.65,867.37
2025-09-21,CMP00014,ADV0002,113771,2368,105,791.26,1754.79
2025-09-22,CMP00014,ADV0002,83785,1737,91,426.06,674.54
2025-09-23,CMP00014,ADV0002,44469,482,27,340.94,679.42
2025-09-24,CMP00014,ADV0002,78859,1302,85,639.59,1421.81
2025-09-25,CMP00014,ADV0002,111775,1346,87,669.77,1925.83
2025-09-26,CMP00014,ADV0002,58648,1136,76,357.16,1072.21
2025-09-27,CMP00014,ADV0002,61017,1199,78,451.4,1017.35
2025-09-29,CMP00014,ADV0002,95353,1778,85,753.08,2015.99
2025-09-30,CMP00014,ADV0002,51376,953,52,529.66,944.09
2025-10-01,CMP00014,ADV0002,88935,1887,158,484.66,1013.82
2025-10-02,CMP00014,ADV0002,78500,1381,93,599.58,1193.35
2025-10-03,CMP00014,ADV0002,75940,1358,53,511.08,1020.5
2025-10-05,CMP00014,ADV0002,81346,857,31,393.69,765.45
2025-10-06,CMP00014,ADV0002,67759,1522,104,413.8,1226.6
2025-10-07,CMP00014,ADV0002,69258,1079,81,490.68,1165.37
2025-10-08,CMP00014,ADV0002,55423,921,155,459.8,991.75
2025-10-09,CMP00014,ADV0002,75975,1065,63,479.92,1378.36
2025-10-10,CMP00014,ADV0002,86037,1661,119,585.96,1643.24
2025-10-11,CMP00014,ADV0002,90175,1359,134,518.53,1645.25
2025-10-12,CMP00014,ADV0002,59960,920,100,428.06,772.79
2025-10-13,CMP00014,ADV0002,89189,908,82,600.42,1503.2
2025-10-14,CMP00014,ADV0002,48488,785,52,399.64,1088.86
2025-10-15,CMP00014,ADV0002,49463,813,57,368.37,759.41
2025-10-16,CMP00014,ADV0002,89872,1164,54,668.42,1290.99
2025-10-17,CMP00014,ADV0002,74609,1855,125,467.47,1203.54
2025-10-18,CMP00014,ADV0002,119416,2029,175,766.48,1700.63
2025-10-19,CMP00014,ADV0002,74614,947,53,471.83,1060.07
2025-10-20,CMP00014,ADV0002,78454,1589,112,502.81,1116.5
2025-10-21,CMP00014,ADV0002,100670,1556,114,572.54,1410.55
2025-10-22,CMP00014,ADV0002,69109,1332,133,373.26,449.39
2025-10-23,CMP00014,ADV0002,61146,905,67,389.18,906.23
2025-10-24,CMP00014,ADV0002,44037,963,71,423.6,703.16
2025-10-25,CMP00014,ADV0002,61911,1394,82,376.37,579.21
2025-10-26,CMP00014,ADV0002,102556,2100,127,513.49,958.26
2025-10-27,CMP00014,ADV0002,64142,1094,62,605.09,1070.24
2025-10-28,CMP00014,ADV0002,53999,962,74,340.68,680.63
2025-10-29,CMP00014,ADV0002,84608,1698,167,514.5,954.7
2025-10-30,CMP00014,ADV0002,75567,1295,116,417.46,939.52
2025-11-01,CMP00014,ADV0002,86253,1972,151,998.96,3121.5
2025-11-02,CMP00014,ADV0002,106523,1941,172,1238.42,4794.48
2025-11-03,CMP00014,ADV0002,56935,822,88,683.87,1273.57
2025-11-04,CMP00014,ADV0002,31648,606,42,530.16,1113.85
2025-11-05,CMP00014,ADV0002,65994,936,77,529.74,1153.42
2025-11-06,CMP00014,ADV0002,44166,818,52,577.45,1204.02
2025-11-07,CMP00014,ADV0002,169116,3668,110,1296.17,2384.64
2025-11-08,CMP00014,ADV0002,50787,883,32,584.69,1227.03
2025-11-09,CMP00014,ADV0002,52522,937,91,483.39,955.98
2025-11-10,CMP00014,ADV0002,58365,798,73,643.96,1569.28
2025-11-11,CMP00014,ADV0002,43382,582,34,532.91,1026.76
2025-11-12,CMP00014,ADV0002,94351,1086,54,673.85,1325.09
2025-11-23,CMP00015,ADV0002,148487,2092,184,1826.04,2814.35
2025-11-24,CMP00015,ADV0002,182809,2503,149,1608.56,3602.28
2025-11-25,CMP00015,ADV0002,242664,2210,130,2048.36,7048.11
2025-11-26,CMP00015,ADV0002,279952,4488,256,2636.6,4617.05
2025-11-27,CMP00015,ADV0002,132930,2199,161,1247.73,3154.71
2025-11-28,CMP00015,ADV0002,165087,2576,153,1564.47,4067.02
2025-11-29,CMP00015,ADV0002,191801,3847,133,1422.54,3049.59
2025-11-30,CMP00015,ADV0002,147784,1784,104,1528.91,2795.16
2025-12-01,CMP00015,ADV0002,321852,5650,266,2307.65,5079.99
2025-12-02,CMP00015,ADV0002,218828,3574,199,2292.16,5025.92
2025-12-03,CMP00015,ADV0002,162296,2263,72,1508.03,4998.52
2025-12-04,CMP00015,ADV0002,159104,2304,168,1551.01,4106.69
2025-12-05,CMP00015,ADV0002,288767,2472,185,2874.83,7894.91
2025-12-08,CMP00015,ADV0002,288847,4519,159,1712.98,4030.18
2025-12-09,CMP00015,ADV0002,262446,5449,376,1884.99,7202.75
2025-12-10,CMP00015,ADV0002,215635,4643,153,1958.43,3203.14
2025-12-14,CMP00015,ADV0002,206448,3432,109,1494.85,4306.25
2025-12-15,CMP00015,ADV0002,183229,3682,175,1852.13,3639.72
2025-12-16,CMP00015,ADV0002,206685,3293,224,1735.32,5049.97
2025-12-17,CMP00015,ADV0002,209442,2954,225,1793.17,3837.67
2025-12-18,CMP00015,ADV0002,256302,3294,138,2226.85,5168.25
2025-12-20,CMP00015,ADV0002,126887,1750,116,1199.67,3513.64
2025-12-21,CMP00015,ADV0002,135890,2034,99,1460.66,3171.71
2025-12-22,CMP00015,ADV0002,119350,1883,94,1873.44,4756.37
2025-12-23,CMP00015,ADV0002,209464,2300,90,1587.88,1835.45
2025-12-24,CMP00015,ADV0002,183579,2998,115,1817.6,5134.41
2025-12-25,CMP00015,ADV0002,205154,2970,142,2264.69,4723.19
2025-12-26,CMP00015,ADV0002,335614,4088,254,2240.11,5362.35
2025-12-27,CMP00015,ADV0002,153703,3598,184,1769.59,3893.65
2025-12-30,CMP00015,ADV0002,238058,2679,96,1695.63,5370.47
2025-12-31,CMP00015,ADV0002,243407,3940,232,1833.25,3683.53
2024-08-29,CMP00017,ADV0003,57691,1190,12,382.43,1388.32
2024-08-30,CMP00017,ADV0003,50902,1304,12,502.79,1552.99
2024-08-31,CMP00017,ADV0003,54841,745,7,535.49,1758.74
2024-09-01,CMP00017,ADV0003,43275,1327,10,350.04,1039.41
2024-09-02,CMP00017,ADV0003,51747,1146,10,385.31,1076.01
2024-09-03,CMP00017,ADV0003,54786,1460,10,407.05,900.58
2024-09-04,CMP00017,ADV0003,79188,1642,18,499.01,806.59
2024-09-06,CMP00017,ADV0003,30847,665,9,329.98,707.35
2024-09-07,CMP00017,ADV0003,68464,1832,6,517.77,1018.75
2024-09-08,CMP00017,ADV0003,39426,841,4,343.75,1162.19
2024-09-09,CMP00017,ADV0003,65183,1916,5,455.62,2496.97
2024-09-11,CMP00017,ADV0003,41842,1039,12,381.37,980.6
2024-09-12,CMP00017,ADV0003,58399,937,5,577.87,1682.05
2024-09-13,CMP00017,ADV0003,55298,1529,15,378.25,1224.07
2024-09-14,CMP00017,ADV0003,34752,963,8,326.34,865.81
2024-09-15,CMP00017,ADV0003,69066,1095,13,483.99,950.95
2024-09-16,CMP00017,ADV0003,63433,2023,19,693.61,2226.24
2024-09-17,CMP00017,ADV0003,55652,1389,9,579.41,1794.97
2024-09-18,CMP00017,ADV0003,51150,1387,7,480.52,1073.91
2024-09-19,CMP00017,ADV0003,42183,1079,6,431.58,699.56
2024-09-20,CMP00017,ADV0003,66857,1934,37,511.49,1675.81
2024-09-21,CMP00017,ADV0003,37680,784,10,369.01,1282.11
2024-09-22,CMP00017,ADV0003,49797,1525,9,418.08,1512.69
2024-09-23,CMP00017,ADV0003,72349,1528,14,676.8,1659.61
2024-09-24,CMP00017,ADV0003,49308,1235,12,420.12,1155.92
2024-09-25,CMP00017,ADV0003,61156,1116,6,506.29,1632.23
2024-09-26,CMP00017,ADV0003,64484,1339,10,478.3,992.5
2024-09-27,CMP00017,ADV0003,76216,2606,17,620.64,2003.78
2024-09-28,CMP00017,ADV0003,81084,1657,10,585.67,2397.2
2024-09-29,CMP00017,ADV0003,66691,2001,15,577.64,1169.95
2024-10-01,CMP00017,ADV0003,56524,1058,11,580.19,1870.76
2024-10-02,CMP00017,ADV0003,58976,1447,12,511.53,959.18
2024-10-03,CMP00017,ADV0003,45997,1094,16,481.6,1038.16
2024-10-04,CMP00017,ADV0003,55951,1406,17,438.77,1717.81
2024-10-05,CMP00017,ADV0003,124498,2431,17,897.98,2654.49
2024-10-06,CMP00017,ADV0003,80660,1733,13,518.68,1984.75
2024-10-07,CMP00017,ADV0003,56035,1824,8,559.54,1468.59
2024-10-08,CMP00017,ADV0003,58913,2051,4,487.84,1620.4
2024-10-09,CMP00017,ADV0003,53922,1083,14,577.28,1995.62
2024-10-10,CMP00017,ADV0003,48247,913,7,541.77,791.82
2024-10-11,CMP00017,ADV0003,59976,1480,12,542.75,1708.26
2024-10-12,CMP00017,ADV0003,50886,998,5,592.87,1362.21
2024-10-13,CMP00017,ADV0003,65621,1494,13,647.23,1307.2
2024-10-14,CMP00017,ADV0003,91514,3475,13,820.58,2601.08
2024-10-15,CMP00017,ADV0003,64662,1977,6,641.11,1974.65
2024-10-17,CMP00017,ADV0003,77711,2179,22,679.3,1221.13
2024-10-18,CMP00017,ADV0003,107576,2973,33,834.21,2246.42
2024-10-19,CMP00017,ADV0003,91570,3216,16,698.56,1312.69
2024-10-20,CMP00017,ADV0003,70511,2212,15,590.63,1225.76
2024-10-21,CMP00017,ADV0003,118806,2365,9,1065.67,2555.56
2024-10-22,CMP00017,ADV0003,126389,3904,22,830.6,2122.48
2024-10-23,CMP00017,ADV0003,62117,1512,15,713.47,1856.78
2024-10-24,CMP00017,ADV0003,84782,2162,18,918.49,3176.55
2024-10-25,CMP00017,ADV0003,77921,1951,18,795.01,2070.14
2024-11-10,CMP00018,ADV0003,47128,1324,12,560.38,1414.51
2024-11-11,CMP00018,ADV0003,55856,1432,8,669.15,1212.94
2024-11-12,CMP00018,ADV0003,32321,630,11,407.06,647.85
2024-11-13,CMP00018,ADV0003,28317,685,7,382.28,1186.28
2024-11-14,CMP00018,ADV0003,43638,1413,11,531.16,1235.64
2024-11-15,CMP00018,ADV0003,66393,1029,12,694.35,1957.87
2024-11-16,CMP00018,ADV0003,48325,1018,16,671.78,2831.33
2024-11-17,CMP00018,ADV0003,152956,4084,33,935.31,2005.16
2024-11-18,CMP00018,ADV0003,42445,880,6,589.15,1379.62
2024-11-19,CMP00018,ADV0003,28815,720,7,582.12,1287.71
2024-11-20,CMP00018,ADV0003,44000,884,4,579.98,1094.05
2024-11-22,CMP00018,ADV0003,43471,1044,4,690.94,1680.92
2024-11-23,CMP00018,ADV0003,49035,1145,15,600.1,1981.38
2024-11-25,CMP00018,ADV0003,60532,1530,18,722.54,1668.74
2024-11-26,CMP00018,ADV0003,54493,1039,5,622.02,2056.39
2024-11-27,CMP00018,ADV0003,36509,791,13,486.14,984.83
2024-11-28,CMP00018,ADV0003,49438,1295,13,536.96,1411.58
2024-11-29,CMP00018,ADV0003,44613,783,3,612.58,1860.84
2024-11-30,CMP00018,ADV0003,47711,1822,7,548.11,1553.66
2024-12-01,CMP00018,ADV0003,39082,1124,7,504.94,1850.15
2024-12-02,CMP00018,ADV0003,37447,1335,10,517.91,1111.69
2024-12-03,CMP00018,ADV0003,63831,897,5,588.6,1671.62
2024-12-04,CMP00018,ADV0003,47769,983,9,773.19,1569.72
2024-12-05,CMP00018,ADV0003,43393,1038,0,650.7,0.0
2024-12-06,CMP00018,ADV0003,41684,862,3,520.05,1253.65
2024-12-07,CMP00018,ADV0003,80467,2071,16,853.15,2279.86
2024-12-09,CMP00018,ADV0003,62029,1212,20,658.82,1960.33
2024-12-10,CMP00018,ADV0003,42388,861,5,728.81,1514.81
2024-12-11,CMP00018,ADV0003,50556,1361,8,592.0,1810.65
2024-12-12,CMP00018,ADV0003,47908,1320,17,560.81,1638.95
2024-12-13,CMP00018,ADV0003,49852,886,12,589.87,1435.41
2024-12-14,CMP00018,ADV0003,45815,994,9,612.63,1272.3
2024-12-15,CMP00018,ADV0003,43965,1196,7,557.54,1685.18
2024-12-16,CMP00018,ADV0003,33926,523,3,530.24,1635.05
2024-12-17,CMP00018,ADV0003,57886,2280,26,619.26,1237.82
2024-12-18,CMP00018,ADV0003,62675,1584,10,678.98,1506.99
2024-12-21,CMP00018,ADV0003,46895,1332,8,515.78,1497.59
2024-12-22,CMP00018,ADV0003,72256,2142,20,616.06,1257.67
2024-12-23,CMP00018,ADV0003,99501,2546,22,737.39,2182.94
2024-12-24,CMP00018,ADV0003,43995,857,1,533.17,1334.0
2024-12-26,CMP00018,ADV0003,62062,1723,8,740.65,2013.49
2024-12-27,CMP00018,ADV0003,73098,1453,12,835.33,1445.31
2024-12-28,CMP00018,ADV0003,102693,2472,15,800.51,2075.26
2024-12-29,CMP00018,ADV0003,60819,2190,17,579.92,1617.89
2024-12-31,CMP00018,ADV0003,66271,1382,6,715.27,1599.98
2025-01-01,CMP00018,ADV0003,56401,1040,14,394.71,1031.09
2025-01-02,CMP00018,ADV0003,46385,1105,8,383.78,1053.48
2025-01-03,CMP00018,ADV0003,59750,1520,27,366.81,1231.6
2025-01-04,CMP00018,ADV0003,65897,1970,17,461.45,1331.11
2025-01-06,CMP00018,ADV0003,55909,1251,7,446.78,903.09
2025-01-07,CMP00018,ADV0003,111292,1821,22,580.61,1199.02
2025-01-08,CMP00018,ADV0003,69648,1918,14,509.12,1219.15
2025-01-09,CMP00018,ADV0003,58511,1898,27,559.69,1755.94
2025-01-10,CMP00018,ADV0003,36844,846,5,415.91,1248.2
2025-01-11,CMP00018,ADV0003,42162,1032,8,366.43,1092.19
2025-01-12,CMP00018,ADV0003,63262,1846,8,529.07,1385.85
2025-01-14,CMP00018,ADV0003,35868,688,7,294.15,802.2
2025-01-15,CMP00018,ADV0003,87321,1622,25,659.86,1402.67
2025-01-16,CMP00018,ADV0003,46350,757,5,411.89,1019.18
2025-01-17,CMP00018,ADV0003,74791,2284,20,463.49,1487.67
2025-01-20,CMP00018,ADV0003,99641,2747,14,788.51,2249.14
2025-01-21,CMP00018,ADV0003,63493,1429,9,577.33,1538.61
2025-01-22,CMP00018,ADV0003,41186,973,13,417.77,1508.01
2025-01-23,CMP00018,ADV0003,58770,1496,11,662.22,2502.03
2025-01-24,CMP00018,ADV0003,75803,1519,27,589.65,1072.82
2025-01-25,CMP00018,ADV0003,80631,1394,11,470.81,865.23
2025-01-26,CMP00018,ADV0003,92957,2171,27,707.41,2267.77
2025-01-27,CMP00018,ADV0003,71823,1761,17,533.29,1287.18
2025-01-28,CMP00018,ADV0003,62388,1258,13,456.14,1931.71
2025-01-31,CMP00018,ADV0003,59619,1283,12,499.6,1479.43
2025-02-01,CMP00018,ADV0003,48239,1226,9,383.1,802.89
2025-02-02,CMP00018,ADV0003,37888,905,7,431.4,1450.13
2025-02-03,CMP00018,ADV0003,76106,1810,21,479.17,1969.78
2025-02-04,CMP00018,ADV0003,50706,1590,17,565.21,1579.85
2025-02-05,CMP00018,ADV0003,37857,855,6,329.45,823.07
2025-02-06,CMP00018,ADV0003,111880,2270,25,744.23,2014.34
2025-02-07,CMP00018,ADV0003,66431,1961,12,571.4,1525.19
2025-02-08,CMP00018,ADV0003,98701,2057,20,559.94,1377.27
2025-02-09,CMP00018,ADV0003,96041,2177,15,500.8,1137.51
2025-02-10,CMP00018,ADV0003,57982,1273,14,486.82,1149.0
2025-02-11,CMP00018,ADV0003,63261,1143,11,583.48,1795.75
2025-02-12,CMP00018,ADV0003,48975,1350,11,415.43,900.78
2025-02-13,CMP00018,ADV0003,53802,1344,13,502.31,1099.14
2025-02-14,CMP00018,ADV0003,69306,1922,20,497.62,1430.88
2025-02-15,CMP00018,ADV0003,112854,3102,25,806.6,2769.33
2025-02-16,CMP00018,ADV0003,52024,1651,27,359.01,788.63
2025-02-17,CMP00018,ADV0003,62693,2254,16,430.86,962.92
2025-02-19,CMP00018,ADV0003,91284,3287,10,641.93,2810.06
2025-02-20,CMP00018,ADV0003,74618,2404,28,589.11,1981.82
2025-02-21,CMP00018,ADV0003,54828,1474,7,397.08,943.71
2025-02-22,CMP00018,ADV0003,62193,1387,14,407.7,1320.62
2025-02-23,CMP00018,ADV0003,44158,1033,10,339.43,1002.22
2025-02-24,CMP00018,ADV0003,87052,1940,12,637.08,1807.25
2025-02-25,CMP00018,ADV0003,75780,1561,20,555.44,1550.14
2025-02-26,CMP00018,ADV0003,61455,852,18,598.44,3253.19
2025-02-27,CMP00018,ADV0003,54450,1098,10,463.12,1355.33
2025-02-28,CMP00018,ADV0003,80384,1491,29,542.06,2018.43
2025-03-08,CMP00019,ADV0003,104876,1958,54,876.17,1704.81
2025-03-09,CMP00019,ADV0003,129963,2495,28,1114.66,3393.51
2025-03-10,CMP00019,ADV0003,146050,2387,41,1373.72,2881.71
2025-03-13,CMP00019,ADV0003,127582,2457,43,1027.0,3259.89
2025-03-14,CMP00019,ADV0003,153609,3141,45,1336.34,3014.04
2025-03-15,CMP00019,ADV0003,118953,3125,64,1243.1,4429.19
2025-03-16,CMP00019,ADV0003,148281,1979,50,1078.19,3212.72
2025-03-17,CMP00019,ADV0003,108380,2029,39,1012.03,2417.62
2025-03-18,CMP00019,ADV0003,117584,2533,54,868.64,2414.73
2025-03-19,CMP00019,ADV0003,141491,3844,90,1176.79,2781.99
2025-03-20,CMP00019,ADV0003,160701,6029,92,1210.66,3977.3
2025-03-21,CMP00019,ADV0003,128200,1639,45,1269.7,4002.77
2025-03-22,CMP00019,ADV0003,139435,2291,66,1345.3,4240.81
2025-03-23,CMP00019,ADV0003,71537,1009,36,784.77,1773.57
2025-03-24,CMP00019,ADV0003,173279,4226,82,1487.88,4604.42
2025-03-25,CMP00019,ADV0003,155970,2000,48,1096.31,3344.24
2025-03-26,CMP00019,ADV0003,130877,2072,50,1241.81,3457.95
2025-03-27,CMP00019,ADV0003,167216,3221,66,1289.53,4376.46
2025-03-28,CMP00019,ADV0003,189449,2313,39,1456.07,3519.27
2025-03-29,CMP00019,ADV0003,139741,2401,25,1090.29,3007.93
2025-03-30,CMP00019,ADV0003,150309,2884,29,910.43,2710.55
2025-03-31,CMP00019,ADV0003,157974,3239,48,1347.18,2678.93
2025-04-01,CMP00019,ADV0003,194316,2858,63,1491.41,3664.74
2025-04-04,CMP00019,ADV0003,113650,3193,59,1151.43,2073.83
2025-04-05,CMP00019,ADV0003,127858,1953,52,774.1,1835.39
2025-04-06,CMP00019,ADV0003,133290,1830,50,1508.87,3381.02
2025-04-07,CMP00019,ADV0003,107674,2494,46,896.84,3848.2
2025-04-08,CMP00019,ADV0003,81169,1578,68,949.25,3067.54
2025-04-09,CMP00019,ADV0003,167133,4354,52,1214.49,2599.79
2025-04-10,CMP00019,ADV0003,119131,2051,42,1055.47,2910.1
2025-04-11,CMP00019,ADV0003,97381,2143,34,829.8,3040.48
2025-04-12,CMP00019,ADV0003,87106,1674,24,897.39,2132.06
2025-04-13,CMP00019,ADV0003,145555,2395,97,1583.63,5348.41
2025-04-14,CMP00019,ADV0003,145519,3048,59,1142.82,2470.52
2025-04-15,CMP00019,ADV0003,126243,2089,39,1013.79,3485.51
2025-04-16,CMP00019,ADV0003,138314,3355,39,1025.04,3043.35
2025-04-17,CMP00019,ADV0003,182663,3648,77,1632.73,2515.78
2025-04-18,CMP00019,ADV0003,93856,1502,27,671.78,1100.06
2025-04-19,CMP00019,ADV0003,95328,1928,54,704.0,2257.27
2025-04-20,CMP00019,ADV0003,119071,2981,66,1310.22,2366.32
2025-04-21,CMP00019,ADV0003,91356,1322,28,1101.54,3748.6
2025-04-23,CMP00019,ADV0003,119003,4089,83,1108.87,2031.74
2025-04-24,CMP00019,ADV0003,125194,2735,34,1074.71,2367.12
