campaign_id,advertiser_id,objective,start_date,end_date
CMP00452,ADV0054,Conversions,2024-11-26,2025-03-07
CMP00453,ADV0054,App Installs,2025-03-09,2025-05-08
CMP00454,ADV0054,App Installs,2025-05-11,2025-05-27
CMP00455,ADV0054,App Installs,2024-07-01,2024-08-14
CMP00456,ADV0054,App Installs,2024-08-26,2025-01-02
CMP00457,ADV0054,Conversions,2025-01-16,2025-04-03
CMP00458,ADV0054,App Installs,2025-04-18,2025-05-27
CMP00459,ADV0054,App Installs,2024-07-01,2024-07-10
CMP00460,ADV0054,Traffic,2024-07-10,2024-10-09
CMP00461,ADV0054,Conversions,2024-10-11,2024-12-07
CMP00462,ADV0054,Traffic,2024-12-23,2025-04-20
CMP00463,ADV0054,Video Views,2025-04-22,2025-05-27
CMP00464,ADV0055,Conversions,2024-07-01,2024-11-15
CMP00465,ADV0055,Reach,2024-12-02,2025-04-11
CMP00466,ADV0055,Conversions,2025-04-15,2025-06-13
CMP00467,ADV0055,Conversions,2025-06-24,2025-11-28
CMP00468,ADV0055,App Installs,2025-12-11,2025-12-31
CMP00469,ADV0055,Video Views,2024-07-01,2024-08-16
CMP00470,ADV0055,Video Views,2024-08-27,2024-12-25
CMP00471,ADV0055,Conversions,2025-01-10,2025-05-16
CMP00472,ADV0055,Video Views,2025-05-29,2025-07-24
CMP00473,ADV0055,Conversions,2025-07-28,2025-12-16
CMP00474,ADV0055,Reach,2024-07-01,2024-10-11
CMP00475,ADV0055,Reach,2024-10-16,2025-02-18
CMP00476,ADV0055,App Installs,2025-02-23,2025-06-29
CMP00477,ADV0055,App Installs,2025-07-06,2025-09-27
CMP00478,ADV0055,Traffic,2025-10-09,2025-12-31
CMP00479,ADV0056,Conversions,2024-07-01,2024-08-09
CMP00480,ADV0056,Traffic,2024-08-18,2024-12-12
CMP00481,ADV0056,Traffic,2024-12-16,2025-03-28
CMP00482,ADV0056,Conversions,2025-04-14,2025-05-31
CMP00483,ADV0056,Conversions,2025-06-07,2025-09-05
CMP00484,ADV0056,App Installs,2025-09-20,2025-11-30
CMP00485,ADV0056,Conversions,2025-12-09,2025-12-31
CMP00486,ADV0056,Conversions,2024-07-01,2024-08-08
CMP00487,ADV0056,Reach,2024-08-18,2025-01-07
CMP00488,ADV0056,Traffic,2025-01-16,2025-03-10
CMP00489,ADV0056,Conversions,2025-03-11,2025-06-13
CMP00490,ADV0056,Video Views,2025-06-23,2025-09-12
CMP00491,ADV0056,App Installs,2025-09-21,2025-11-28
CMP00492,ADV0056,Video Views,2025-12-15,2025-12-31
CMP00493,ADV0056,Conversions,2024-07-01,2024-08-07
CMP00494,ADV0056,Traffic,2024-08-08,2024-12-06
CMP00495,ADV0056,Traffic,2024-12-12,2025-04-02
CMP00496,ADV0056,Video Views,2025-04-15,2025-09-09
CMP00497,ADV0056,Conversions,2025-09-19,2025-12-31
CMP00498,ADV0057,Video Views,2024-07-01,2024-07-17
CMP00499,ADV0057,Traffic,2024-07-26,2024-11-27
CMP00500,ADV0057,Traffic,2024-12-11,2025-03-11
CMP00501,ADV0057,Conversions,2025-03-11,2025-05-18
CMP00502,ADV0057,Conversions,2025-05-24,2025-08-05
CMP00503,ADV0057,Conversions,2025-08-16,2025-12-04
CMP00504,ADV0057,App Installs,2025-12-06,2025-12-31
CMP00505,ADV0057,Video Views,2024-07-01,2024-11-14
CMP00506,ADV0057,Video Views,2024-11-28,2025-01-21
CMP00507,ADV0057,Conversions,2025-02-06,2025-05-04
CMP00508,ADV0057,Conversions,2025-05-18,2025-08-31
CMP00509,ADV0057,Conversions,2025-09-14,2025-12-31
CMP00510,ADV0058,Video Views,2024-07-01,2024-07-19
CMP00511,ADV0058,Traffic,2024-07-21,2024-11-03
CMP00512,ADV0058,Conversions,2024-11-09,2024-12-27
CMP00513,ADV0058,Video Views,2025-01-07,2025-05-22
CMP00514,ADV0058,Conversions,2025-05-28,2025-08-10
CMP00515,ADV0058,Video Views,2025-08-17,2025-12-31
CMP00516,ADV0058,Reach,2024-07-01,2024-07-26
CMP00517,ADV0058,Traffic,2024-07-28,2024-10-16
CMP00518,ADV0058,Conversions,2024-11-01,2025-03-19
CMP00519,ADV0058,App Installs,2025-03-20,2025-06-14
CMP00520,ADV0058,Conversions,2025-06-16,2025-08-25
CMP00521,ADV0058,App Installs,2025-09-02,2025-11-13
CMP00522,ADV0058,Reach,2025-11-28,2025-12-31
CMP00523,ADV0059,Conversions,2024-07-01,2024-07-17
CMP00524,ADV0059,Traffic,2024-07-25,2024-09-12
CMP00525,ADV0059,Reach,2024-09-15,2024-12-18
CMP00526,ADV0059,Conversions,2025-01-01,2025-03-03
CMP00527,ADV0059,Traffic,2025-03-05,2025-07-24
CMP00528,ADV0059,Conversions,2025-07-31,2025-11-07
CMP00529,ADV0059,App Installs,2025-11-17,2025-12-31
CMP00530,ADV0059,Conversions,2024-07-01,2024-09-03
CMP00531,ADV0059,App Installs,2024-09-06,2024-10-24
CMP00532,ADV0059,Conversions,2024-11-09,2024-12-28
CMP00533,ADV0059,Conversions,2025-01-01,2025-05-14
CMP00534,ADV0059,Conversions,2025-05-23,2025-09-24
CMP00535,ADV0059,Conversions,2025-09-28,2025-12-24
CMP00536,ADV0059,Video Views,2024-07-01,2024-07-13
CMP00537,ADV0059,Video Views,2024-07-30,2024-11-22
CMP00538,ADV0059,Conversions,2024-12-07,2025-05-13
CMP00539,ADV0059,Conversions,2025-05-18,2025-07-08
CMP00540,ADV0059,Video Views,2025-07-09,2025-10-04
CMP00541,ADV0059,Reach,2025-10-18,2025-12-31
CMP00542,ADV0059,Conversions,2024-07-01,2024-09-14
CMP00543,ADV0059,Conversions,2024-09-20,2025-02-17
CMP00544,ADV0059,Conversions,2025-02-23,2025-07-15
CMP00545,ADV0059,Traffic,2025-07-17,2025-09-26
CMP00546,ADV0059,Video Views,2025-10-10,2025-12-31
CMP00547,ADV0059,Video Views,2024-07-01,2024-07-09
CMP00548,ADV0059,Conversions,2024-07-16,2024-11-09
CMP00549,ADV0059,Conversions,2024-11-26,2025-05-06
CMP00550,ADV0059,App Installs,2025-05-20,2025-10-02
CMP00551,ADV0059,Video Views,2025-10-06,2025-12-31
CMP00552,ADV0060,Conversions,2024-07-01,2024-08-22
CMP00553,ADV0060,Traffic,2024-09-05,2024-10-28
CMP00554,ADV0060,Reach,2024-10-28,2025-01-30
CMP00555,ADV0060,Reach,2025-02-13,2025-07-26
CMP00556,ADV0060,Video Views,2025-08-03,2025-10-03
CMP00557,ADV0060,Traffic,2025-10-09,2025-12-09
CMP00558,ADV0060,App Installs,2024-07-01,2024-08-11
CMP00559,ADV0060,Conversions,2024-08-12,2024-12-31
CMP00560,ADV0060,Conversions,2025-01-01,2025-06-07
CMP00561,ADV0060,App Installs,2025-06-10,2025-09-22
CMP00562,ADV0060,Conversions,2025-09-27,2025-12-09
CMP00563,ADV0060,Video Views,2024-07-01,2024-11-16
CMP00564,ADV0060,Traffic,2024-11-16,2025-01-07
CMP00565,ADV0060,Traffic,2025-01-14,2025-03-18
CMP00566,ADV0060,Conversions,2025-03-20,2025-06-10
CMP00567,ADV0060,Traffic,2025-06-18,2025-08-14
CMP00568,ADV0060,Traffic,2025-08-24,2025-10-14
CMP00569,ADV0060,Video Views,2025-10-24,2025-12-09
CMP00570,ADV0061,App Installs,2024-07-01,2024-08-08
CMP00571,ADV0061,Conversions,2024-08-13,2024-10-03
CMP00572,ADV0061,Reach,2024-10-11,2025-01-22
CMP00573,ADV0061,App Installs,2025-01-22,2025-07-03
CMP00574,ADV0061,Conversions,2025-07-09,2025-08-30
CMP00575,ADV0061,Video Views,2025-09-10,2025-11-03
CMP00576,ADV0061,Conversions,2025-11-09,2025-12-03
CMP00577,ADV0061,App Installs,2024-07-01,2024-08-12
CMP00578,ADV0061,Conversions,2024-08-18,2025-01-26
CMP00579,ADV0061,Conversions,2025-01-27,2025-05-18
CMP00580,ADV0061,Traffic,2025-06-03,2025-08-20
CMP00581,ADV0061,Video Views,2025-08-22,2025-10-22
CMP00582,ADV0061,Traffic,2025-10-29,2025-12-03
CMP00583,ADV0061,Traffic,2024-07-18,2024-12-20
CMP00584,ADV0061,App Installs,2024-12-31,2025-05-28
CMP00585,ADV0061,Traffic,2025-06-06,2025-11-12
CMP00586,ADV0061,Reach,2025-11-23,2025-12-03
CMP00587,ADV0062,Traffic,2024-07-01,2024-07-21
CMP00588,ADV0062,Conversions,2024-08-01,2024-08-30
CMP00589,ADV0062,App Installs,2024-07-07,2024-08-30
CMP00590,ADV0063,Video Views,2024-07-01,2024-08-17
CMP00591,ADV0063,Traffic,2024-08-26,2025-01-07
CMP00592,ADV0063,App Installs,2025-01-10,2025-03-28
CMP00593,ADV0063,Traffic,2024-07-01,2024-10-09
CMP00594,ADV0063,Conversions,2024-10-18,2025-02-04
CMP00595,ADV0063,App Installs,2025-02-19,2025-03-28
CMP00596,ADV0064,Reach,2024-07-02,2024-11-20
CMP00597,ADV0064,Conversions,2024-12-04,2025-04-16
CMP00598,ADV0064,Video Views,2025-04-24,2025-06-08
CMP00599,ADV0064,Traffic,2025-06-11,2025-10-24
CMP00600,ADV0064,Traffic,2025-10-24,2025-12-31
CMP00601,ADV0064,Video Views,2024-07-01,2024-08-27
CMP00602,ADV0064,Reach,2024-09-02,2024-10-26
CMP00603,ADV0064,Conversions,2024-11-07,2025-04-04
CMP00604,ADV0064,Conversions,2025-04-16,2025-09-02
CMP00605,ADV0064,App Installs,2025-09-19,2025-12-19
CMP00606,ADV0065,Conversions,2024-07-01,2024-07-31
CMP00607,ADV0065,Conversions,2024-07-01,2024-07-23
CMP00608,ADV0065,Conversions,2024-07-23,2024-07-31
CMP00609,ADV0066,Video Views,2024-07-02,2024-10-21
CMP00610,ADV0066,App Installs,2024-10-23,2025-02-07
CMP00611,ADV0066,Traffic,2025-02-14,2025-06-14
CMP00612,ADV0066,Traffic,2025-06-22,2025-11-21
CMP00613,ADV0066,Traffic,2025-11-29,2025-12-31
CMP00614,ADV0067,Traffic,2024-07-01,2024-08-25
CMP00615,ADV0067,App Installs,2024-08-28,2024-10-19
CMP00616,ADV0067,Conversions,2024-11-02,2024-12-28
CMP00617,ADV0067,App Installs,2025-01-07,2025-06-17
CMP00618,ADV0067,Conversions,2025-06-23,2025-11-14
CMP00619,ADV0067,Traffic,2025-12-01,2025-12-31
CMP00620,ADV0067,Conversions,2024-07-01,2024-10-19
CMP00621,ADV0067,Conversions,2024-10-25,2025-03-01
CMP00622,ADV0067,Conversions,2025-03-01,2025-06-09
CMP00623,ADV0067,Reach,2025-06-12,2025-07-31
CMP00624,ADV0067,Conversions,2025-08-07,2025-12-31
CMP00625,ADV0067,App Installs,2024-07-10,2024-12-04
CMP00626,ADV0067,App Installs,2024-12-06,2025-02-13
CMP00627,ADV0067,App Installs,2025-02-15,2025-06-09
CMP00628,ADV0067,Traffic,2025-06-12,2025-10-24
CMP00629,ADV0067,Conversions,2025-11-05,2025-12-31
CMP00630,ADV0068,Video Views,2024-07-01,2024-08-04
CMP00631,ADV0068,Reach,2024-08-10,2024-10-21
CMP00632,ADV0068,Conversions,2024-11-05,2025-02-23
CMP00633,ADV0068,Conversions,2025-03-08,2025-05-18
CMP00634,ADV0068,Conversions,2025-05-22,2025-06-26
CMP00635,ADV0068,Conversions,2024-07-01,2024-08-02
CMP00636,ADV0068,Conversions,2024-08-18,2025-01-23
CMP00637,ADV0068,Traffic,2025-02-04,2025-06-26
CMP00638,ADV0069,Reach,2024-07-01,2024-07-23
CMP00639,ADV0069,Traffic,2024-08-05,2024-11-21
CMP00640,ADV0069,Traffic,2024-11-21,2025-04-05
CMP00641,ADV0069,App Installs,2025-04-07,2025-08-26
CMP00642,ADV0069,Video Views,2025-08-28,2025-12-31
CMP00643,ADV0069,Video Views,2024-07-01,2024-08-28
CMP00644,ADV0069,Video Views,2024-09-03,2024-12-25
CMP00645,ADV0069,Conversions,2025-01-11,2025-06-15
CMP00646,ADV0069,Conversions,2025-06-15,2025-09-23
CMP00647,ADV0069,App Installs,2025-10-04,2025-12-31
CMP00648,ADV0069,Conversions,2024-07-01,2024-08-23
CMP00649,ADV0069,Reach,2024-08-29,2024-11-19
CMP00650,ADV0069,Traffic,2024-12-04,2025-02-21
CMP00651,ADV0069,Traffic,2025-03-09,2025-05-06
CMP00652,ADV0069,Conversions,2025-05-08,2025-09-30
CMP00653,ADV0069,Video Views,2025-10-17,2025-12-31
CMP00654,ADV0070,Conversions,2024-07-01,2024-09-06
CMP00655,ADV0070,Video Views,2024-09-23,2025-02-08
CMP00656,ADV0070,Conversions,2025-02-13,2025-02-26
CMP00657,ADV0070,Video Views,2024-07-12,2024-11-30
CMP00658,ADV0070,App Installs,2024-12-17,2025-02-26
CMP00659,ADV0070,Video Views,2024-07-01,2024-07-10
CMP00660,ADV0070,Reach,2024-07-21,2024-11-06
CMP00661,ADV0070,Traffic,2024-11-23,2025-01-27
CMP00662,ADV0070,Video Views,2025-01-31,2025-02-26
CMP00663,ADV0071,Traffic,2024-07-01,2024-08-21
CMP00664,ADV0071,Reach,2024-09-01,2024-10-23
CMP00665,ADV0071,App Installs,2024-10-25,2025-03-30
CMP00666,ADV0071,Conversions,2025-04-02,2025-09-02
CMP00667,ADV0071,Conversions,2025-09-05,2025-12-23
CMP00668,ADV0071,App Installs,2025-12-24,2025-12-31
CMP00669,ADV0071,Conversions,2024-07-01,2024-09-02
CMP00670,ADV0071,App Installs,2024-09-11,2024-11-13
CMP00671,ADV0071,Conversions,2024-11-20,2025-03-15
CMP00672,ADV0071,Conversions,2025-03-28,2025-05-22
CMP00673,ADV0071,Conversions,2025-06-01,2025-10-21
CMP00674,ADV0071,Conversions,2025-10-26,2025-12-31
CMP00675,ADV0072,App Installs,2024-07-01,2024-08-30
CMP00676,ADV0072,Traffic,2024-07-01,2024-08-30
CMP00677,ADV0073,Conversions,2024-07-08,2024-10-10
CMP00678,ADV0073,Traffic,2024-10-11,2024-11-28
CMP00679,ADV0074,Reach,2024-07-01,2024-07-31
CMP00680,ADV0074,Traffic,2024-07-03,2024-07-31
CMP00681,ADV0075,Conversions,2024-07-01,2024-09-13
CMP00682,ADV0075,Reach,2024-09-26,2025-01-10
CMP00683,ADV0075,Conversions,2025-01-13,2025-03-13
CMP00684,ADV0075,Conversions,2025-03-28,2025-08-02
CMP00685,ADV0075,App Installs,2025-08-08,2025-09-28
CMP00686,ADV0075,Conversions,2025-10-06,2025-12-31
CMP00687,ADV0075,Traffic,2024-07-01,2024-08-06
CMP00688,ADV0075,App Installs,2024-08-07,2025-01-15
CMP00689,ADV0075,App Installs,2025-01-27,2025-04-21
CMP00690,ADV0075,Conversions,2025-04-30,2025-07-28
CMP00691,ADV0075,Traffic,2025-08-07,2025-09-30
CMP00692,ADV0075,Traffic,2025-10-15,2025-12-28
CMP00693,ADV0075,Conversions,2024-07-01,2024-07-30
CMP00694,ADV0075,Traffic,2024-07-31,2024-10-15
CMP00695,ADV0075,Reach,2024-10-21,2025-01-13
CMP00696,ADV0075,Video Views,2025-01-18,2025-04-03
CMP00697,ADV0075,App Installs,2025-04-04,2025-07-23
CMP00698,ADV0075,Traffic,2025-08-04,2025-12-04
CMP00699,ADV0075,Conversions,2025-12-05,2025-12-31
CMP00700,ADV0075,Traffic,2024-07-01,2024-08-10
CMP00701,ADV0075,Video Views,2024-08-13,2024-10-25
CMP00702,ADV0075,Video Views,2024-11-02,2025-03-08
CMP00703,ADV0075,Traffic,2025-03-19,2025-08-02
CMP00704,ADV0075,Conversions,2025-08-10,2025-12-18
CMP00705,ADV0076,Conversions,2024-07-01,2024-07-10
CMP00706,ADV0076,Conversions,2024-07-25,2025-01-05
CMP00707,ADV0076,Reach,2025-01-09,2025-02-28
CMP00708,ADV0076,Conversions,2025-03-09,2025-05-17
CMP00709,ADV0076,Conversions,2025-05-21,2025-10-22
CMP00710,ADV0076,Conversions,2025-10-24,2025-12-22
CMP00711,ADV0077,App Installs,2024-07-10,2024-09-27
CMP00712,ADV0077,Traffic,2024-10-06,2025-01-27
CMP00713,ADV0077,App Installs,2024-07-01,2024-09-30
CMP00714,ADV0077,App Installs,2024-10-11,2025-01-27
CMP00715,ADV0078,Conversions,2024-07-01,2024-08-23
CMP00716,ADV0078,Conversions,2024-09-08,2025-01-04
CMP00717,ADV0078,Conversions,2025-01-21,2025-05-26
CMP00718,ADV0078,Traffic,2025-06-06,2025-08-03
CMP00719,ADV0078,Reach,2025-08-17,2025-12-31
CMP00720,ADV0079,Video Views,2024-07-01,2024-07-16
CMP00721,ADV0079,Traffic,2024-07-16,2024-09-29
CMP00722,ADV0080,Traffic,2024-07-10,2024-08-31
CMP00723,ADV0080,Reach,2024-09-05,2024-11-19
CMP00724,ADV0080,Video Views,2024-11-26,2025-04-17
CMP00725,ADV0080,Conversions,2025-04-29,2025-06-25
CMP00726,ADV0080,App Installs,2025-07-01,2025-09-28
CMP00727,ADV0080,App Installs,2025-09-30,2025-12-31
CMP00728,ADV0080,Conversions,2024-07-01,2024-08-11
CMP00729,ADV0080,Traffic,2024-08-11,2025-01-20
CMP00730,ADV0080,Conversions,2025-02-01,2025-06-11
CMP00731,ADV0080,Conversions,2025-06-11,2025-11-20
CMP00732,ADV0080,Reach,2025-12-04,2025-12-31
CMP00733,ADV0080,Traffic,2024-07-01,2024-09-23
CMP00734,ADV0080,Conversions,2024-10-04,2024-12-06
CMP00735,ADV0080,Video Views,2024-12-14,2025-01-29
CMP00736,ADV0080,Video Views,2025-02-05,2025-04-16
CMP00737,ADV0080,Traffic,2025-04-29,2025-08-01
CMP00738,ADV0080,Traffic,2025-08-11,2025-10-02
CMP00739,ADV0080,Conversions,2025-10-10,2025-12-31
CMP00740,ADV0081,App Installs,2024-07-01,2024-07-26
CMP00741,ADV0081,App Installs,2024-08-08,2024-10-05
CMP00742,ADV0081,Traffic,2024-10-14,2024-12-07
CMP00743,ADV0081,Conversions,2024-12-23,2025-06-01
CMP00744,ADV0081,Video Views,2025-06-03,2025-08-04
CMP00745,ADV0081,Video Views,2025-08-16,2025-12-31
CMP00746,ADV0081,Traffic,2024-07-19,2024-11-11
CMP00747,ADV0081,Conversions,2024-11-27,2025-02-04
CMP00748,ADV0081,Conversions,2025-02-20,2025-04-14
CMP00749,ADV0081,Reach,2025-04-20,2025-06-16
CMP00750,ADV0081,Conversions,2025-07-01,2025-09-01
CMP00751,ADV0081,Conversions,2025-09-18,2025-12-31
CMP00752,ADV0082,App Installs,2024-07-11,2024-11-24
CMP00753,ADV0082,Traffic,2024-12-02,2025-01-19
CMP00754,ADV0082,Conversions,2025-02-03,2025-06-30
CMP00755,ADV0082,Traffic,2025-07-05,2025-12-04
CMP00756,ADV0082,App Installs,2025-12-09,2025-12-31
CMP00757,ADV0083,Traffic,2024-07-05,2024-11-18
CMP00758,ADV0083,App Installs,2024-11-27,2025-04-17
CMP00759,ADV0083,Conversions,2025-04-20,2025-07-07
CMP00760,ADV0083,App Installs,2025-07-11,2025-08-25
CMP00761,ADV0083,Video Views,2024-07-01,2024-07-22
CMP00762,ADV0083,Conversions,2024-07-25,2024-11-07
CMP00763,ADV0083,App Installs,2024-11-24,2025-01-15
CMP00764,ADV0083,App Installs,2025-01-17,2025-06-29
CMP00765,ADV0083,Traffic,2025-07-10,2025-08-24
CMP00766,ADV0083,Conversions,2024-07-01,2024-09-17
CMP00767,ADV0083,Reach,2024-09-29,2024-11-29
CMP00768,ADV0083,Traffic,2024-12-08,2025-03-29
CMP00769,ADV0083,App Installs,2025-04-03,2025-08-07
CMP00770,ADV0084,Conversions,2024-07-01,2024-08-22
CMP00771,ADV0084,Conversions,2024-09-03,2024-10-23
CMP00772,ADV0084,Traffic,2024-07-01,2024-09-06
CMP00773,ADV0084,Conversions,2024-09-14,2024-10-23
CMP00774,ADV0085,Reach,2024-07-09,2024-10-29
CMP00775,ADV0085,Conversions,2024-07-14,2024-10-28
CMP00776,ADV0086,Conversions,2024-07-01,2024-08-14
CMP00777,ADV0086,Conversions,2024-08-26,2024-12-01
CMP00778,ADV0086,Conversions,2024-12-03,2025-03-24
CMP00779,ADV0086,App Installs,2025-04-03,2025-06-05
CMP00780,ADV0086,Conversions,2025-06-21,2025-10-26
CMP00781,ADV0086,App Installs,2025-11-04,2025-12-31
CMP00782,ADV0087,Video Views,2024-07-01,2024-07-21
CMP00783,ADV0087,App Installs,2024-08-05,2024-10-09
CMP00784,ADV0087,Traffic,2024-07-01,2024-08-24
CMP00785,ADV0087,Conversions,2024-09-05,2024-10-09
CMP00786,ADV0088,Reach,2024-07-01,2024-08-11
CMP00787,ADV0088,Traffic,2024-08-24,2025-01-27
CMP00788,ADV0088,App Installs,2025-02-01,2025-04-27
CMP00789,ADV0088,Video Views,2025-05-04,2025-06-25
CMP00790,ADV0088,Traffic,2025-06-27,2025-11-23
CMP00791,ADV0088,Conversions,2025-12-03,2025-12-31
CMP00792,ADV0088,Traffic,2024-07-01,2024-07-14
CMP00793,ADV0088,Conversions,2024-07-23,2024-10-14
CMP00794,ADV0088,Conversions,2024-10-27,2025-02-23
CMP00795,ADV0088,Traffic,2025-03-12,2025-06-23
CMP00796,ADV0088,Traffic,2025-07-07,2025-10-23
CMP00797,ADV0088,App Installs,2025-11-09,2025-12-31
CMP00798,ADV0089,Conversions,2024-07-01,2024-07-10
CMP00799,ADV0089,Conversions,2024-07-20,2024-12-05
CMP00800,ADV0089,Video Views,2024-12-18,2025-05-21
CMP00801,ADV0089,Conversions,2025-06-05,2025-07-29
CMP00802,ADV0089,Conversions,2024-07-01,2024-08-02
CMP00803,ADV0089,Conversions,2024-08-14,2024-12-25
CMP00804,ADV0089,Traffic,2025-01-02,2025-04-14
CMP00805,ADV0089,Reach,2025-04-17,2025-06-12
CMP00806,ADV0089,Conversions,2025-06-29,2025-07-29
CMP00807,ADV0090,Reach,2024-07-01,2024-07-10
CMP00808,ADV0090,Video Views,2024-07-22,2024-11-22
CMP00809,ADV0090,App Installs,2024-07-01,2024-10-11
CMP00810,ADV0090,Video Views,2024-10-22,2024-11-28
CMP00811,ADV0090,Conversions,2024-07-01,2024-08-28
CMP00812,ADV0090,Conversions,2024-08-29,2024-11-28
CMP00813,ADV0091,Traffic,2024-07-01,2024-10-22
CMP00814,ADV0091,Conversions,2024-11-01,2025-02-03
CMP00815,ADV0091,Reach,2025-02-03,2025-06-10
CMP00816,ADV0091,Conversions,2025-06-26,2025-09-19
CMP00817,ADV0091,Traffic,2025-10-02,2025-12-31
CMP00818,ADV0091,Conversions,2024-07-12,2024-10-19
CMP00819,ADV0091,Conversions,2024-10-27,2025-03-14
CMP00820,ADV0091,Conversions,2025-03-30,2025-07-27
CMP00821,ADV0091,App Installs,2025-08-03,2025-10-24
CMP00822,ADV0091,Conversions,2025-10-26,2025-12-31
CMP00823,ADV0091,App Installs,2024-07-01,2024-07-08
CMP00824,ADV0091,Video Views,2024-07-13,2024-11-15
CMP00825,ADV0091,Video Views,2024-12-02,2025-03-10
CMP00826,ADV0091,App Installs,2025-03-19,2025-08-27
CMP00827,ADV0091,Traffic,2025-09-10,2025-12-31
CMP00828,ADV0091,Video Views,2024-07-01,2024-08-04
CMP00829,ADV0091,Traffic,2024-08-14,2024-12-23
CMP00830,ADV0091,Reach,2024-12-24,2025-04-02
CMP00831,ADV0091,App Installs,2025-04-04,2025-07-31
CMP00832,ADV0091,Conversions,2025-08-05,2025-10-02
CMP00833,ADV0091,Traffic,2025-10-07,2025-12-08
CMP00834,ADV0091,Conversions,2025-12-19,2025-12-31
CMP00835,ADV0091,Traffic,2024-07-01,2024-09-13
CMP00836,ADV0091,Conversions,2024-09-25,2025-03-04
CMP00837,ADV0091,App Installs,2025-03-07,2025-07-08
CMP00838,ADV0091,Traffic,2025-07-19,2025-11-23
CMP00839,ADV0091,Conversions,2025-12-03,2025-12-31
CMP00840,ADV0092,Conversions,2024-07-01,2024-08-02
CMP00841,ADV0092,Video Views,2024-08-06,2024-12-06
CMP00842,ADV0092,Reach,2024-12-10,2025-03-09
CMP00843,ADV0092,Conversions,2025-03-22,2025-07-21
CMP00844,ADV0092,Video Views,2025-08-06,2025-12-31
CMP00845,ADV0092,Conversions,2024-07-01,2024-09-14
CMP00846,ADV0092,Video Views,2024-09-28,2025-03-11
CMP00847,ADV0092,Video Views,2025-03-27,2025-05-29
CMP00848,ADV0092,App Installs,2025-06-13,2025-11-02
CMP00849,ADV0092,Conversions,2025-11-08,2025-12-31
CMP00850,ADV0093,Conversions,2024-07-01,2024-08-01
CMP00851,ADV0093,Video Views,2024-08-16,2024-12-02
CMP00852,ADV0093,Conversions,2024-12-16,2025-03-23
CMP00853,ADV0093,App Installs,2025-04-08,2025-09-11
CMP00854,ADV0093,Video Views,2025-09-22,2025-12-31
CMP00855,ADV0093,Traffic,2024-07-01,2024-07-22
CMP00856,ADV0093,Conversions,2024-08-01,2025-01-08
CMP00857,ADV0093,Traffic,2025-01-16,2025-04-04
CMP00858,ADV0093,Video Views,2025-04-14,2025-08-03
CMP00859,ADV0093,Conversions,2025-08-05,2025-12-02
CMP00860,ADV0093,Traffic,2025-12-06,2025-12-31
CMP00861,ADV0094,Conversions,2024-07-07,2024-08-25
CMP00862,ADV0094,Conversions,2024-07-01,2024-08-28
CMP00863,ADV0095,Traffic,2024-07-01,2024-09-14
CMP00864,ADV0095,Traffic,2024-09-27,2025-01-31
CMP00865,ADV0095,App Installs,2025-02-03,2025-06-20
CMP00866,ADV0095,Conversions,2025-07-03,2025-09-29
CMP00867,ADV0095,Conversions,2025-10-14,2025-12-28
CMP00868,ADV0095,Traffic,2024-07-01,2024-10-16
CMP00869,ADV0095,Traffic,2024-10-28,2025-04-10
CMP00870,ADV0095,Reach,2025-04-27,2025-09-11
CMP00871,ADV0095,Video Views,2025-09-16,2025-11-03
CMP00872,ADV0095,Conversions,2025-11-18,2025-12-31
CMP00873,ADV0096,Video Views,2024-07-20,2024-12-22
CMP00874,ADV0096,Video Views,2025-01-01,2025-04-20
CMP00875,ADV0096,Traffic,2025-05-01,2025-08-21
CMP00876,ADV0096,Conversions,2025-08-21,2025-09-11
CMP00877,ADV0097,App Installs,2024-07-01,2024-11-02
CMP00878,ADV0097,Conversions,2024-11-04,2025-02-26
CMP00879,ADV0097,Conversions,2024-07-01,2024-09-01
CMP00880,ADV0097,Video Views,2024-09-06,2024-11-24
CMP00881,ADV0097,Traffic,2024-11-27,2025-01-18
CMP00882,ADV0097,Traffic,2025-01-29,2025-02-26
CMP00883,ADV0098,App Installs,2024-07-01,2024-08-24
CMP00884,ADV0098,Video Views,2024-08-30,2024-09-29
CMP00885,ADV0098,Conversions,2024-07-01,2024-07-26
CMP00886,ADV0098,Conversions,2024-08-03,2024-09-29
CMP00887,ADV0099,Video Views,2024-07-01,2024-11-03
CMP00888,ADV0099,App Installs,2024-11-14,2025-02-21
CMP00889,ADV0099,Traffic,2025-02-27,2025-06-27
CMP00890,ADV0099,Video Views,2025-07-09,2025-11-27
CMP00891,ADV0099,App Installs,2025-12-06,2025-12-31
CMP00892,ADV0099,Conversions,2024-07-01,2024-08-27
CMP00893,ADV0099,Video Views,2024-09-11,2024-12-06
CMP00894,ADV0099,App Installs,2024-12-15,2025-03-27
CMP00895,ADV0099,Traffic,2025-04-09,2025-07-10
CMP00896,ADV0099,Video Views,2025-07-26,2025-10-27
CMP00897,ADV0099,Conversions,2025-11-02,2025-12-31
CMP00898,ADV0100,Conversions,2024-07-01,2024-07-24
CMP00899,ADV0100,Reach,2024-08-04,2024-12-18
CMP00900,ADV0100,Reach,2024-12-29,2025-06-05
CMP00901,ADV0100,Conversions,2025-06-08,2025-08-01
CMP00902,ADV0100,App Installs,2025-08-10,2025-08-17
CMP00903,ADV0101,Conversions,2024-07-01,2024-07-23
